postUrl,description,commentCount,likeCount,location,locationId,pubDate,isSidecar,type,caption,profileUrl,username,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,imgUrl,postId,timestamp,query,videoUrl,viewCount,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,likedByViewer,videoDuration,playCount,fullName,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,taggedFullName19,taggedUsername19,taggedFullName20,taggedUsername20
https://www.instagram.com/p/CZ1lyGxO2Bz/,"Ayer empezó la aventura en este #makinon 

Para hacer el país diferente hay que descentralizar el Estado y llevar el diálogo a cada rincón del país. 

Buen viento a @camiloromero en lo que hoy será su casa (rodante) para que en cada lugar llegue a construir colectivamente y pactar el cambio que Colombia necesita. 

El 13 de marzo la decisión de cambio la trasladaremos a las urnas votando por Camilo Presidente en la consulta del @pactooficial",0,64,,,2022-02-11T12:40:13.000Z,false,Photo,"Photo shared by Lina García Sierra on February 11, 2022 tagging @camiloromero, @esmehernandezsi, @luiscarlosleala, @yennyalexandraromero, @nicomunozara, @jorgemario.to, @jessicagestiona, @alejatunjuelito, and @edilcarlosmorales.",https://www.instagram.com/linagarciasi,linagarciasi,Camilo Romero,camiloromero,Esmeralda Hernandez Silva,esmehernandezsi,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/273730647_685643682445989_4114885079893777648_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ahVsQU4GXhwAX9B3aRf&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3MTI4NzMxNjY3OTU4MTgxMQ%3D%3D.2-ccb7-5&oh=00_AfAa9E4R-Dyl0j52ntMCblZ7cYllgYwiORo4KQxF_PyLug&oe=64AA5EA1&_nc_sid=b41fef,2771287316679581811_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,Luis Carlos Leal A🏳️‍🌈⚧🏳️,luiscarlosleala,Yenny Alexandra Romero Castañeda,yennyalexandraromero,Nicolás Muñoz Arango,nicomunozara,Jorge Mario 🌳,jorgemario.to,false,,,Lina García Sierra,Jessica L. Rodríguez D.,jessicagestiona,Alejandra Jaramillo Cerinza,alejatunjuelito,Carlos Morales,edilcarlosmorales,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CZr36aEs7aH/,"Este 13 de marzo, es el momento de unirnos como sociedad. Nos negamos a hacer más de lo mismo. 
Este 13 de marzo, vamos a permitirnos soñar. 
#HazloDiferente #CamiloRomeroPresidente 
@camiloromero",1,53,,,2022-02-07T18:06:39.000Z,false,Video,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/273379481_642184820361826_4094159819887786190_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Yi9SpPPF2JUAX83X-5E&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc2ODU1MjMwMjIzMzIzNzEyNw%3D%3D.2-ccb7-5&oh=00_AfCJDVYm3LdIFI9tPsBn7_oUgoOIguyWj6VCGLm0EycbMw&oe=64AB03CE&_nc_sid=b41fef,2768552302233237127_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,https://scontent-yyz1-1.cdninstagram.com/v/t50.2886-16/273564741_158849889809766_5884412427353253954_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEyODAuZmVlZC5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=yrAEp2r-wd4AX8XBB-p&edm=ABmJApABAAAA&vs=18025507642345012_3136561792&_nc_vs=HBksFQAYJEdFVkVUaEJtTlVFZmVaQUFBRUxvU1B6c29hbFJia1lMQUFBRhUAAsgBABUAGCRHQ1gzVEJBZFQtbnBuVEVCQUpVRi1GZ3lMUWtHYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACaW4MX23ubPPxUCKAJDMywXQEnAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMl92MREAdeoHAA%3D%3D&ccb=7-5&oh=00_AfAEcHHMFkapJPpLDpJ3nar8reApcQKnt6mRKBOlJeb-fQ&oe=64A6FE61&_nc_sid=b41fef,438,,,,,,,,,false,51.5,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CZaqoOhObeg/,"Al visitar el municipio de Soacha, manifestó: “Al entregar esta carta a los ciudadanos de Soacha aparece en mi alma nuevamente el dolor por los 'falsos positivos'. 
Así o más ruín. No contento con el dolor que sufren las madres de los jóvenes asesiandos, va y se burla de su dolor. 
https://www.las2orillas.co/el-dolor-de-uribe-por-los-falsos-positivos-de-soacha/",0,15,,,2022-02-01T01:43:04.000Z,false,Photo,"Photo by Lina García Sierra on January 31, 2022.",https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/273021177_751738549131916_3839554377205984405_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=g_E4jr-5EkAAX-blGX0&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc2MzcwODgwMzY2NzU3MjY0MA%3D%3D.2-ccb7-5&oh=00_AfA-e0-KqMPpiWUJvfml0zTXYJRCIbDqFvu8wLzlss5boA&oe=64AA8646&_nc_sid=b41fef,2763708803667572640_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CZCM54AuTSR/,"La política siempre desde la calle, uno a uno y voz a voz. 

Creemos fielmente que la transformación del país empieza con la decisión de cambio de cada persona y por eso llegaremos a cada cuadra y cada hogar a contarles las propuestas de @camiloromero.

Esta apuesta es innovadora, desafiante de los malos gobiernos y tremendamente creativa. 

Si nos ven por ahí, denos la oportunidad de dialogar y construir conjuntamente. 

Vamos por el cambio real en Colombia. 

El 13 de marzo en la consulta del Pacto Histórico vota por Camilo Romero Presidente.",2,71,"Bogotá, Colombia",213888966,2022-01-22T13:41:34.000Z,true,Photo,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/272190103_1355296751559150_3128831434731048322_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=M3IPaLExBDAAX_xGfI-&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc1NjgyMjY3MTA0MjUyNjExMA%3D%3D.2-ccb7-5&oh=00_AfDLEHbbS_ApL2X92qQ6A0JVB0Yhi6WWv8jmj8V46qm2lg&oe=64AA5D5C&_nc_sid=b41fef,2756822671042526110_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CYKcMxyFKU9/,"Antes que acabe el año quiero compartirles el resumen de gestión como edil de Usaquén.

Feliz 2022. 

Nuestras voces se escuchan.",0,37,"Bogotá, Colombia",213888966,2021-12-31T21:58:09.000Z,false,Video,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/270785795_1588035718210411_7483973565976505984_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Dj0AKpWrfrgAX-xGie9&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc0MTEyNzM0NjU5Nzk2MzA2OQ%3D%3D.2-ccb7-5&oh=00_AfAbH8lfH1gWDzIDLClB1YJFYoiU2IOJ7eE_By_R_Qnf6w&oe=64A9C9B0&_nc_sid=b41fef,2741127346597963069_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,https://scontent-yyz1-1.cdninstagram.com/v/t50.2886-16/271127580_1070683397062967_6723627302216497032_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=2R3ko4ng574AX-UQx_a&edm=ABmJApABAAAA&vs=334298855186370_3872786555&_nc_vs=HBksFQAYJEdCd1VLUkEzZ1l6bng4MERBSWgzdTNab0gwOWRicV9FQUFBRhUAAsgBABUAGCRHRkx2S1JBSDZJZE5XVE1DQUlVYjl0RW4yQlFTYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm1NaI5Ye3yD8VAigCQzMsF0BLGZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&ccb=7-5&oh=00_AfA6xEbxp48S9qoxfuyJcPAEv9IP9rGeKOPC4760C_VaYg&oe=64A74789&_nc_sid=b41fef,,,,,,,,,,false,54.2,590,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CX2ToRKsJVi/,"La conclusión del año: fui profundamente feliz. 

1. Me re-encontré con mi versión más aventurera.
2. Recorrí caminos desconocidos.
3. Defendí decisiones políticas en las que creo con el alma y con las que le apuesto a un mejor presente para el país. 
4. Bailé, reí y conversé por horas con los y las amigas que la vida pone para que la dicha sea palpable. 
5. Conocí al novio @yesid_salamanca y supe que siempre hay posibilidades de ser más feliz, más libre y más auténtica. Entendí también que a la vida se viene a querer sin medida, sin manuales, sin formas predeterminadas. Por eso estoy segura que serás mi mejor regalo de navidad, de año nuevo y de vida.
6. Vi crecer a mi sobrina (la admiré y soñé un mañana distinto por ella), amé a mi familia y valoré cada segundo el amor incondicional que nos tenemos. 
7. Fui profesora, edilesa, política, abogada, tesista ...

8. Y lo más importante pude ser (...), sin mayor temor que el que trae consigo la incertidumbre de los saltos al vacío que damos en la vida.

A este año, a las personas que han hecho parte de él y a las  muchas ""Linas"" que he dejado crecer, mil y mil gracias. 

En el 2022 volveremos a saltar al vacío y disfrutaremos el andar ... 💚",9,127,,,2021-12-24T02:18:03.000Z,true,Photo,,https://www.instagram.com/linagarciasi,linagarciasi,Santiago E. Meléndez Oliveros,santiagomelendezo,Ana Maria Garcia Sierra,gsanamaria,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/269930453_1311654322640682_3136613910675595377_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Z2iyi3QUItIAX-hKcxs&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjczNTQ2MDE0OTU1ODk3MDEyMA%3D%3D.2-ccb7-5&oh=00_AfDVIPeVHqJvjCLRlyXPgDqAunnV_OaJYexfax01MbSTUw&oe=64AAB4E3&_nc_sid=b41fef,2735460149558970120_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,Yesid Salamanca,yesid_salamanca,Anderson Tirado,atirado695,Katha Delgado,katha.dr,Jorge Mario 🌳,jorgemario.to,false,,,Lina García Sierra,Alejandra Jaramillo Cerinza,alejatunjuelito,Hernando Franco,francoedilsantafe,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CXemtBxJ-gl/,"Cuando grande quiero ser como mi mamá que a sus 65 años está en una tuna y cada semana ensaya bailes con sus amigas. 

Ella es la definición de felicidad y a mi me llena el alma tenerla como guía en mi vida.",0,20,"Bogotá, D.c.",115682706943682,2021-12-14T21:23:09.000Z,false,Video,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/267296814_281066300656029_4150184910111514692_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=UErhYB95EmgAX87Qwv7&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcyODc4ODY0NDI3NTQxNTA3Nw%3D%3D.2-ccb7-5&oh=00_AfBBu771Yzj9c9IrBzv71kNcLPDdi1nWQSF4IDYht7Xz6A&oe=64AA3E7D&_nc_sid=b41fef,2728788644275415077_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,https://scontent-yyz1-1.cdninstagram.com/v/t50.16885-16/267577987_1076801239743058_8275952364680424296_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2LmJhc2VsaW5lIiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gkHf6s2ztEQAX8CzsZg&edm=ABmJApABAAAA&vs=429862512174410_2497809964&_nc_vs=HBksFQAYJEdJUHE4ZzlTZW1OVFdOTURBR2lyMU9yVEZ0cHlidlZCQUFBRhUAAsgBABUAGCRHQnYxQVJBV3k2OGxmakFDQUxMb3JHWWFVMGdCYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbQpNT3%2F%2FTJPxUCKAJDMywXQBFU%2FfO2RaIYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&ccb=7-5&oh=00_AfBtUVUP8tCvwb8fEtzWrhVhBWc3c_adX5KZUhaGXiu6Mw&oe=64A76B94&_nc_sid=b41fef,291,,,,,,,,,false,4.333,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CWbH4BMpknH/,"En encuentro de #VerdesPorElCambio sugerí que respondieramos afirmativamente a la invitación de @gustavopetrourrego para unirnos al #PactoHistorico

Construir una política feminista no puede seguir siendo un sueño aplazado y eso solo lo logramos en escenarios de juntanza y cambio real.",0,29,,,2021-11-18T16:25:53.000Z,false,Video,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/258537864_1575060486160196_768430992100166870_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=_Zl-c7rcrS0AX8qLlJK&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcwOTc5NDIzNjY5NTcyNjUzNQ%3D%3D.2-ccb7-5&oh=00_AfBHTOnOCDbCpLHtNYDMofoHsLkdBa9kRQH_wLbizvjfZQ&oe=64A9D98F&_nc_sid=b41fef,2709794236695726535_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,https://scontent-yyz1-1.cdninstagram.com/v/t50.16885-16/10000000_614780609567874_2360072573111065839_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2LmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=xl_15znqWm8AX8ZUWzZ&edm=ABmJApABAAAA&vs=18207988558115853_825081296&_nc_vs=HBksFQAYJEdJQ1dtQUNDSE5uREl5OENBTzljYlVTQXFjQWdidlZCQUFBRhUAAsgBABUAGCRHSjB5WFE4WkM1bi02WG9FQVBERHJQS0Y4NXhxYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbwpJzDh8fiPxUCKAJDMywXQGF2ZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&ccb=7-5&oh=00_AfCFpQBXA-cGhJBr0ZFxagdPVT4u_MFPosu9l6RddyU5Og&oe=64A6F25D&_nc_sid=b41fef,203,,,,,,,,,false,139.7,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CV-zrecJobb/,"Estos jóvenes le están apostando al cambio en lo local desde la incidencia política en los Consejos Locales de Juventud. 

El próximo 5 de diciembre son las elecciones y la lista del @partidoalianzaverde está poderosísima.

Acá hay diversidad, ganas inmensas de llevar las voces de distintas comunidades juveniles a las instituciones locales e inspiración infinita para construir entornos que respondan a sus sueños. 

Les invito a creer en la renovación que nos propone este combo maravilloso.

Pueden conocer más en: @verdes_usaquen_clj",0,58,Usaquén,611004379337662,2021-11-07T16:29:14.000Z,false,Photo,"Photo by Lina García Sierra in Usaquén with @oscarrianoc, @partidoalianzaverde, @jfe_cuadros, and @paula_lnieto.",https://www.instagram.com/linagarciasi,linagarciasi,Oscar Riaño Cuenca,oscarrianoc,Partido Alianza Verde,partidoalianzaverde,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/253859261_100490092444023_5546937840595065036_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=eEBHAUgiQf4AX_Okx76&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcwMTgyNDExNDQ2Mjk4Mzg5OQ%3D%3D.2-ccb7-5&oh=00_AfD7e41NJ6Un5RBbqBzsvBg0OBW0yKR20C-80JmSiD7fcw&oe=64AA5456&_nc_sid=b41fef,2701824114462983899_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,Juan Felipe Cuadros Borda,jfe_cuadros,Paula Lara Nieto,paula_lnieto,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CVrvHsFAKtL/,Inauguración Black Plot 💃✨,0,26,La Calera Cundinamarca,113989299179322,2021-10-31T06:43:50.000Z,false,Photo,"Photo by Lina García Sierra in La Calera Cundinamarca with @salomonfigueron, @santiagomelendezo, and @yesid_salamanca.",https://www.instagram.com/linagarciasi,linagarciasi,Salomon Figueroa,salomonfigueron,Santiago E. Meléndez Oliveros,santiagomelendezo,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/250254991_1261755340939099_3425049117360173097_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=DjsMceU1w-UAX8Ljoj1&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY5NjQ1NjAzODQ2MjMwMzA1MQ%3D%3D.2-ccb7-5&oh=00_AfAZBkTxbHowYGG1fFJl2-mc0eLQhcC0_9yE5c1XOsdBZQ&oe=64AAD7F5&_nc_sid=b41fef,2696456038462303051_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,Yesid Salamanca,yesid_salamanca,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CVl8VemJizK/,"Hace 2 años nos dieron un mandato ciudadano para representar a la Usaquén que nadie escuchaba.

Hoy con orgullo podemos decir que nuestras banderas las hemos defendido en todas las instancias y hemos logrado transformar a Usaquén hacia la equidad y el cuidado de todas las formas de vida. 

La defensa de los derechos de las mujeres, la lucha contra la corrupción, la eliminación de todos los tipos de discriminación y el cuidado del ambiente seguirán siendo nuestros objetivos para lograr una localidad en donde Nuestras Voces se Escuchen. 

A ustedes mil gracias siempre.

 ¡Seguimos! 

📸 @ferguacasphoto",8,188,"Bogotá, Colombia",213888966,2021-10-29T00:43:52.000Z,false,Photo,"Photo by Lina García Sierra in Bogotá, Colombia.",https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/249412274_571866544117488_1876333687800759888_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=vjj7pvDoKiIAX-cVPtc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY5NDgyNTMxMDgwMzA3ODM0Ng%3D%3D.2-ccb7-5&oh=00_AfCFDmzFlyEiUujqoQi8yP_vpjLNRRnxP8bEW_4b2PP9yw&oe=64A9932B&_nc_sid=b41fef,2694825310803078346_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CVgVAHQJkW2/,Quite an angel 😏,3,163,"Bogotá, Colombia",213888966,2021-10-26T20:23:58.000Z,false,Photo,"Photo by Lina García Sierra in Bogotá, Colombia.",https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/248683569_424422919406196_3032883028941030467_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=gqdpxvK4aCMAX9RlnMQ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY5MzI0NDk0MzkzMTQyNjIzMA%3D%3D.2-ccb7-5&oh=00_AfB02JjLMwTancnPr1HspguVvcowhqLPYt8n2pcMAwVvuw&oe=64AB06C4&_nc_sid=b41fef,2693244943931426230_212794633,2023-07-05T13:35:06.635Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CVRR4K4Mb0-/,"Hoy estuvimos acompañando el embellecimiento del Parque Torcoroma. 

Estas acciones de participación ciudadana ayudan a fortalecer el sentido de pertenencia de lo público y cuidar estos espacios para el beneficio de los niños y niñas de la localidad. 

Nuestras voces se escuchan. 

#Usaquén #Bogotá #CuidadoDeLoPúblico",3,62,"Bogotá, D.c.",115682706943682,2021-10-21T00:08:03.000Z,true,Photo,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/247109886_188283790100699_4577996463123459101_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=sU9k_Db9ZZcAX_OJTo5&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY4OTAwOTA3NTEwOTI2MTgyMg%3D%3D.2-ccb7-5&oh=00_AfBKbc5eAjv0LF685rdTZf5nQWTwPWlltEgQrVLiWLTcLQ&oe=64A9E23F&_nc_sid=b41fef,2689009075109261822_212794633,2023-07-05T13:35:07.845Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CVQYRkeAD4B/,"Caminar el desierto, desconectarse y ser feliz 😊 

👣 @yesid_salamanca",1,102,Desierto De La Tatacoa,1800149183332651,2021-10-20T15:44:43.000Z,true,Photo,,https://www.instagram.com/linagarciasi,linagarciasi,Yesid Salamanca,yesid_salamanca,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/246867004_1011143062784469_4208292867859871476_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=zyKM4ko8e9UAX93u6Tv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY4ODc1NTczMzA0NjA5OTEzNg%3D%3D.2-ccb7-5&oh=00_AfB0OpNya5Ggm7vB4jUbo9Hmb7yC3Ag9Iw_fv6PLdNbeIQ&oe=64AA2C21&_nc_sid=b41fef,2688755733046099136_212794633,2023-07-05T13:35:07.845Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CVO62AIs_ES/,"A conocer los rincones maravillosos de este país: siempre sí.

#colombiasinfiltros #desiertodelatatacoa🌵 #landscapelovers",0,51,,,2021-10-20T02:08:18.000Z,true,Photo,,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/246240378_271507738235483_1479163989443826276_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=r-kTHB3ND64AX9OZ8lG&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY4ODM0NDgyMDc2ODk3OTk5Mg%3D%3D.2-ccb7-5&oh=00_AfDbkMjous0ihp88vI3UGv1MxIl0rBywAgeghmoVHuYj8Q&oe=64AA76C7&_nc_sid=b41fef,2688344820768979992_212794633,2023-07-05T13:35:07.845Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CU74fi9JvTe/,"Hoy estamos en la JAL haciendo seguimiento a los avances en el cumplimiento de metas del Plan de Desarrollo Local. 

#NuestrasVocesSeEscuchan",0,35,Edificio Kaiwa,263246927363183,2021-10-12T16:42:11.000Z,false,Photo,Photo by Lina García Sierra in Edificio Kaiwa.,https://www.instagram.com/linagarciasi,linagarciasi,,,,,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/245217269_365284105381937_5579978865999539647_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=He9hshNO7vUAX_ap0Oj&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY4Mjk4NjQ2MTQ3MDg0ODIyMg%3D%3D.2-ccb7-5&oh=00_AfAQeUkXaLmjACKgoYyURmgrhhtYTsGMzCHiGvzBnGuNKA&oe=64AB5F16&_nc_sid=b41fef,2682986461470848222_212794633,2023-07-05T13:35:07.845Z,https://www.instagram.com/linagarciasi/,,,,,,,,,,,false,,,Lina García Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
